flavor	drug	concentration	run	tech_repl	hit	category	result	expected	n	n_total	fraction	n_repl
absolute	Methotrexate	5	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	1	3	0.3333333333333333	6
absolute	Methotrexate	5	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	11	18	0.6111111111111112	6
absolute	Methotrexate	5	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	7	18	0.3888888888888889	6
absolute	Methotrexate	5	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	2	3	0.6666666666666666	6
absolute	Methotrexate	5	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	1	3	0.3333333333333333	6
absolute	Methotrexate	5	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	11	18	0.6111111111111112	6
absolute	Methotrexate	5	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	7	18	0.3888888888888889	6
absolute	Methotrexate	5	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	2	3	0.6666666666666666	6
absolute	Methotrexate	5	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	1	3	0.3333333333333333	6
absolute	Methotrexate	20	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	9	12	0.75	6
absolute	Methotrexate	20	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	3	12	0.25	6
absolute	Methotrexate	20	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	6	9	0.6666666666666666	6
absolute	Methotrexate	20	LM1844	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	3	9	0.3333333333333333	6
absolute	Methotrexate	20	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	8	12	0.6666666666666666	6
absolute	Methotrexate	20	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	4	12	0.3333333333333333	6
absolute	Methotrexate	20	LM1844	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	6	9	0.6666666666666666	6
absolute	Methotrexate	20	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	3	9	0.3333333333333333	6
absolute	Methotrexate	20	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	8	12	0.6666666666666666	6
absolute	Methotrexate	20	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	4	12	0.3333333333333333	6
absolute	Methotrexate	20	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	7	9	0.7777777777777778	6
absolute	Methotrexate	20	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	2	9	0.2222222222222222	6
absolute	Methotrexate	20	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	7	12	0.5833333333333334	6
absolute	Methotrexate	20	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	5	12	0.4166666666666667	6
absolute	Methotrexate	20	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	7	9	0.7777777777777778	6
absolute	Methotrexate	20	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	2	9	0.2222222222222222	6
absolute	Methotrexate	20	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	9	12	0.75	6
absolute	Methotrexate	20	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	3	12	0.25	6
absolute	Methotrexate	20	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	6	9	0.6666666666666666	6
absolute	Methotrexate	20	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	3	9	0.3333333333333333	6
absolute	Methotrexate	20	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	9	12	0.75	6
absolute	Methotrexate	20	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	sensitized in community	FALSE	3	12	0.25	6
absolute	Methotrexate	20	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	6	9	0.6666666666666666	6
absolute	Methotrexate	20	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	3	9	0.3333333333333333	6
absolute	Methotrexate	80	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	6	6	1	6
absolute	Methotrexate	80	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	13	15	0.8666666666666667	6
absolute	Methotrexate	80	LM1844	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	2	15	0.13333333333333333	6
absolute	Methotrexate	80	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	6	6	1	6
absolute	Methotrexate	80	LM1844	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	14	15	0.9333333333333333	6
absolute	Methotrexate	80	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	1	15	0.06666666666666667	6
absolute	Methotrexate	80	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	6	6	1	6
absolute	Methotrexate	80	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	14	15	0.9333333333333333	6
absolute	Methotrexate	80	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	1	15	0.06666666666666667	6
absolute	Methotrexate	80	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	6	6	1	6
absolute	Methotrexate	80	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	14	15	0.9333333333333333	6
absolute	Methotrexate	80	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	1	15	0.06666666666666667	6
absolute	Methotrexate	80	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	6	6	1	6
absolute	Methotrexate	80	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	14	15	0.9333333333333333	6
absolute	Methotrexate	80	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	1	15	0.06666666666666667	6
absolute	Methotrexate	80	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	6	6	1	6
absolute	Methotrexate	80	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	14	15	0.9333333333333333	6
absolute	Methotrexate	80	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	1	15	0.06666666666666667	6
absolute	Niclosamide	20	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	2	2	1	6
absolute	Niclosamide	20	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	8	19	0.42105263157894735	6
absolute	Niclosamide	20	LM1844	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	11	19	0.5789473684210527	6
absolute	Niclosamide	20	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	2	2	1	6
absolute	Niclosamide	20	LM1844	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	6	19	0.3157894736842105	6
absolute	Niclosamide	20	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	13	19	0.6842105263157895	6
absolute	Niclosamide	20	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	2	2	1	6
absolute	Niclosamide	20	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	7	19	0.3684210526315789	6
absolute	Niclosamide	20	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	12	19	0.631578947368421	6
absolute	Niclosamide	20	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	2	2	1	6
absolute	Niclosamide	20	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	8	19	0.42105263157894735	6
absolute	Niclosamide	20	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	11	19	0.5789473684210527	6
absolute	Niclosamide	20	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	2	2	1	6
absolute	Niclosamide	20	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	9	19	0.47368421052631576	6
absolute	Niclosamide	20	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	10	19	0.5263157894736842	6
absolute	Niclosamide	20	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	2	2	1	6
absolute	Niclosamide	20	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	7	19	0.3684210526315789	6
absolute	Niclosamide	20	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	12	19	0.631578947368421	6
absolute	Niclosamide	80	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	1	1	1	6
absolute	Niclosamide	80	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	10	20	0.5	6
absolute	Niclosamide	80	LM1844	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	10	20	0.5	6
absolute	Niclosamide	80	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	1	1	1	6
absolute	Niclosamide	80	LM1844	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	10	20	0.5	6
absolute	Niclosamide	80	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	10	20	0.5	6
absolute	Niclosamide	80	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	1	1	1	6
absolute	Niclosamide	80	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	12	20	0.6	6
absolute	Niclosamide	80	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	8	20	0.4	6
absolute	Niclosamide	80	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	1	1	1	6
absolute	Niclosamide	80	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	10	20	0.5	6
absolute	Niclosamide	80	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	10	20	0.5	6
absolute	Niclosamide	80	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	1	1	1	6
absolute	Niclosamide	80	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	10	20	0.5	6
absolute	Niclosamide	80	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	10	20	0.5	6
absolute	Niclosamide	80	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	1	1	1	6
absolute	Niclosamide	80	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	10	20	0.5	6
absolute	Niclosamide	80	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	10	20	0.5	6
absolute	Niclosamide	160	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	1	1	1	6
absolute	Niclosamide	160	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	6	19	0.3157894736842105	6
absolute	Niclosamide	160	LM1844	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	13	19	0.6842105263157895	6
absolute	Niclosamide	160	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	1	1	1	6
absolute	Niclosamide	160	LM1844	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	11	19	0.5789473684210527	6
absolute	Niclosamide	160	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	8	19	0.42105263157894735	6
absolute	Niclosamide	160	LM1847	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	1	1	1	6
absolute	Niclosamide	160	LM1847	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	10	19	0.5263157894736842	6
absolute	Niclosamide	160	LM1847	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	9	19	0.47368421052631576	6
absolute	Niclosamide	160	LM1847	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	1	1	1	6
absolute	Niclosamide	160	LM1847	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	11	19	0.5789473684210527	6
absolute	Niclosamide	160	LM1847	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	8	19	0.42105263157894735	6
absolute	Niclosamide	160	LM1857	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	1	1	1	6
absolute	Niclosamide	160	LM1857	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	10	19	0.5263157894736842	6
absolute	Niclosamide	160	LM1857	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	9	19	0.47368421052631576	6
absolute	Niclosamide	160	LM1857	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	1	1	1	6
absolute	Niclosamide	160	LM1857	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	10	19	0.5263157894736842	6
absolute	Niclosamide	160	LM1857	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	9	19	0.47368421052631576	6
absolute	Nifurtimox	2.5	LM1844	1	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	10	10	1	6
absolute	Nifurtimox	2.5	LM1844	1	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	1	11	0.09090909090909091	6
absolute	Nifurtimox	2.5	LM1844	1	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	10	11	0.9090909090909091	6
absolute	Nifurtimox	2.5	LM1844	2	FALSE	sensitization (fraction of single-species non-hits)	expected (normal growth in both cases)	TRUE	10	10	1	6
absolute	Nifurtimox	2.5	LM1844	2	TRUE	protection (fraction of single-species hits)	expected (reduced growth in both cases)	TRUE	2	11	0.18181818181818182	6
absolute	Nifurtimox	2.5	LM1844	2	TRUE	protection (fraction of single-species hits)	protected in community	FALSE	9	11	0.8181818181818182	6
